id_studenta;imię;nazwisko;uczelnia;miejsce_zam;rok_studiow;dochod_na_osobe
1164;Michal;Kupiec;Uniwersytet Krolewski;Alwernia;II;936
1569;Karina;Urban;Uniwersytet Krolewski;Alwernia;II;1392
468;Barbara;Olszewska;Uniwersytet Krolewski;Baborow;IV;1528
821;Joanna;Bycz;Uniwersytet Krolewski;Baborow;III;1555
1018;Anna;Ludwin;Uniwersytet Krolewski;Barwinek;IV;2514
72;Danuta;Wojciechowska;Uniwersytet Krolewski;Bedzin;V;1298
242;Adam;Witczak;Uniwersytet Krolewski;Bedzin;III;735
307;Mateusz;Kandora;Uniwersytet Krolewski;Bedzin;I;3218
481;Celina;Krotoszyn;Uniwersytet Krolewski;Bedzin;III;3139
877;Maria;Baron;Uniwersytet Krolewski;Bedzin;I;1112
989;Henryk;Walczak;Uniwersytet Krolewski;Bedzin;II;923
669;Alicja;Barczynska;Uniwersytet Krolewski;Bezledy;I;2679
994;Roman;Buszek;Uniwersytet Krolewski;Bezledy;II;771
744;Natasza;Rudnicka;Uniwersytet Krolewski;Biala Podlaska;III;1178
1348;Joanna;Wasowicz;Uniwersytet Krolewski;Bialaszewo;I;757
191;Arkadiusz;Godowski;Uniwersytet Krolewski;Bialystok;II;1845
1122;Aleksy;Rebacz;Uniwersytet Krolewski;Bialystok;I;2784
1573;Irena;Calka;Uniwersytet Krolewski;Bielsk Podlaski;I;3103
214;Bartlomiej;Stec;Uniwersytet Krolewski;Bielsko - Biala;I;1453
315;Piotr;Kacprzak;Uniwersytet Krolewski;Bielsko - Biala;I;983
550;Edward;Bebanek;Uniwersytet Krolewski;Bielsko - Biala;I;1580
858;Eustachy;Kendziora;Uniwersytet Krolewski;Bielsko - Biala;IV;2414
1299;Dorota;Boszcz;Uniwersytet Krolewski;Bielsko - Biala;I;2162
1536;Wiktor;Buczkowski;Uniwersytet Krolewski;Bielsko - Biala;II;1267
297;Tomasz;Wan;Uniwersytet Krolewski;Bochnia;II;1258
405;Urszula;Sielecka;Uniwersytet Krolewski;Bozewo;II;435
793;Marlena;Warszawska;Uniwersytet Krolewski;Bransk;I;570
249;Piotr;Garncarz;Uniwersytet Krolewski;Brzeg Dolny;III;863
441;Halina;Lakomska;Uniwersytet Krolewski;Brzesko;I;863
651;Czeslawa;Kalinowska;Uniwersytet Krolewski;Brzesko;V;2752
864;Elzbieta;Makalu;Uniwersytet Krolewski;Brzesko;V;2964
1003;Celina;Kubera;Uniwersytet Krolewski;Brzesko;IV;729
1324;Krystyna;Boss;Uniwersytet Krolewski;Brzesko;I;3040
513;Edyta;Styczen;Uniwersytet Krolewski;Bydgoszcz;V;3105
310;Franciszka;Nowicka;Uniwersytet Krolewski;Bytom;II;1863
990;Kuba;Kaminska;Uniwersytet Krolewski;Bytom;II;1274
1478;Mateusz;Pyla;Uniwersytet Krolewski;Chalupki;III;2902
383;Slawomira;Czerwiec;Uniwersytet Krolewski;Chelm;V;2207
1197;Robert;Oleszko;Uniwersytet Krolewski;Chelm;III;1922
1246;Bartlomiej;Konny;Uniwersytet Krolewski;Chelm;IV;2964
186;Karol;Kopycki;Uniwersytet Krolewski;Chorzow;I;794
574;Jakub;Dukowski;Uniwersytet Krolewski;Chorzow;I;2983
1318;Kamil;Klimintowicz;Uniwersytet Krolewski;Chyzne;III;2101
378;Weronika;Zawadzka;Uniwersytet Krolewski;Ciechanow;I;1859
997;Aleksandra;Pietak;Uniwersytet Krolewski;Ciechanow;I;2499
1593;Leszek;Kieslowski;Uniwersytet Krolewski;Ciechanow;I;1190
69;Aleksandra;Drabicka;Uniwersytet Krolewski;Cieszyn;I;2163
1283;Tadeusz;Sadowski;Uniwersytet Krolewski;Cieszyn;II;1003
1309;Kamil;Sokolowski;Uniwersytet Krolewski;Cieszyn;V;1845
34;Jacek;Witebski;Uniwersytet Krolewski;Czestochowa;I;1168
1303;Gorzegorz;Turek;Uniwersytet Krolewski;Czestochowa;I;2498
88;Agnieszka;Muszynska;Uniwersytet Krolewski;Dabrowa Gornicza;I;795
247;Aneta;Klucha;Uniwersytet Krolewski;Dabrowa Gornicza;I;1165
416;Ewelia;Kolanko;Uniwersytet Krolewski;Dabrowa Gornicza;I;3336
903;Oskar;Rakowski;Uniwersytet Krolewski;Dabrowa Gornicza;I;475
967;Eustachy;Pustulka;Uniwersytet Krolewski;Dabrowa Gornicza;III;1080
122;Edyta;Tomczyk;Uniwersytet Krolewski;Deblin;II;2384
254;Paulina;Raszczyk;Uniwersytet Krolewski;Deblin;I;2678
1117;Witold;Mus;Uniwersytet Krolewski;Deblin;V;1912
1174;Kamil;Wojcicki;Uniwersytet Krolewski;Deblin;III;1354
1575;Tomasz;Cwierz;Uniwersytet Krolewski;Debrzno;IV;666
44;Roman;Aron;Uniwersytet Krolewski;Dlugopole-Zdroj;I;997
1356;Malgorzata;Cichawa;Uniwersytet Krolewski;Dlugopole-Zdroj;II;1949
1098;Zbigniew;Stypula;Uniwersytet Krolewski;Elk;I;1878
1492;Malgorzata;Bronicz;Uniwersytet Krolewski;Elk;I;2290
1203;Grzegorz;Misiek;Uniwersytet Krolewski;Gieraltowice;III;3156
246;Karolina;Rosiak;Uniwersytet Krolewski;Gliwice;I;1417
303;Boleslawa;Kucharska;Uniwersytet Krolewski;Gliwice;V;1291
329;Michal;Antkowicz;Uniwersytet Krolewski;Gliwice;I;2265
880;Dominik;Marek;Uniwersytet Krolewski;Gliwice;IV;519
727;Wiktoria;Dobosz;Uniwersytet Krolewski;Glubczyce;V;2498
1097;Juliusz;Piechocki;Uniwersytet Krolewski;Glubczyce;IV;3134
1231;Zofia;Sikora;Uniwersytet Krolewski;Glucholazy;II;1866
273;Ewa;Berak;Uniwersytet Krolewski;Gorki Male;I;2110
1141;Danuta;Jachimowicz;Uniwersytet Krolewski;Gorzow Wielkopolski;I;705
520;Witold;Halama;Uniwersytet Krolewski;Gryfice;II;1557
1215;Dominik;Rolla;Uniwersytet Krolewski;Gryfice;I;3078
1504;Wioletta;Oliwa;Uniwersytet Krolewski;Gubin;III;762
1610;Mateusz;Felerski;Uniwersytet Krolewski;Gubin;I;2355
612;Michal;Lowik;Uniwersytet Krolewski;Ilawa;III;1437
1160;Michal;Zwierzynski;Uniwersytet Krolewski;Inowroclaw;I;1370
571;Krzysztof;Kryszkiewicz;Uniwersytet Krolewski;Istebna;III;390
357;Bartlomiej;Kardys;Uniwersytet Krolewski;Izbica Kujawska;I;1646
497;Sabina;Balcerek;Uniwersytet Krolewski;Jaslo;II;1840
1115;Agata;Altman;Uniwersytet Krolewski;Jaslo;I;2584
1210;Anastazja;Haszczyc;Uniwersytet Krolewski;Jaslo;IV;2724
1277;Karolina;Michalec;Uniwersytet Krolewski;Jaslo;I;2797
1287;Jedrzej;Kurzawinskai;Uniwersytet Krolewski;Jaslo;V;3296
977;Maria;Bakala;Uniwersytet Krolewski;Jastrzebie-Zdroj;I;2293
14;Teresa;Kuc;Uniwersytet Krolewski;Jaworzno;II;2602
97;Anna;Pulka;Uniwersytet Krolewski;Jaworzno;I;1600
827;Iwona;Bardzio;Uniwersytet Krolewski;Jaworzno;I;3124
358;Katarzyna;Pakulska;Uniwersytet Krolewski;Jaworzynka;I;767
1167;Stefan;Blazejczyk;Uniwersytet Krolewski;Jaworzynka;II;1799
1549;Barbara;Josiak;Uniwersytet Krolewski;Jaworzynka;I;3281
212;Zofia;Cedrowska;Uniwersytet Krolewski;Jedrzejow;II;805
1453;Anna;Marciniak;Uniwersytet Krolewski;Jedrzejow;V;3038
1163;Beata;Gajewska;Uniwersytet Krolewski;Jejkowice;I;455
1209;Tomasz;Szymik;Uniwersytet Krolewski;Jejkowice;V;2629
745;Wojciech;Kwiecien;Uniwersytet Krolewski;Jelenia Gora;II;956
731;Lechoslaw;Nowakowicz;Uniwersytet Krolewski;Jezewo;II;1084
717;Jan;Janosik;Uniwersytet Krolewski;Julianka;III;736
1221;Adrian;Banaszczyk;Uniwersytet Krolewski;Julianka;I;697
896;Elzbieta;Kwiatkowska;Uniwersytet Krolewski;Kalisz;III;1590
523;Kamil;Gruca;Uniwersytet Krolewski;Karniewo;I;3300
1412;Adam;Cichowas;Uniwersytet Krolewski;Karniewo;I;2865
32;Jan;Tyranowski;Uniwersytet Krolewski;Katowice;III;3333
130;Iwona;Nyska;Uniwersytet Krolewski;Katowice;I;2169
326;Piotr;Tyborowski;Uniwersytet Krolewski;Katowice;III;2325
455;Szymon;Wawron;Uniwersytet Krolewski;Katowice;II;3312
560;Feliks;Bawarski;Uniwersytet Krolewski;Katowice;I;433
812;Mariusz;Garlowski;Uniwersytet Krolewski;Katowice;II;2438
882;Urszula;Czajka;Uniwersytet Krolewski;Katowice;II;1846
916;Barbara;Chudzik;Uniwersytet Krolewski;Katowice;III;3011
1010;Lucja;Wicinska;Uniwersytet Krolewski;Katowice;I;2180
1069;Patryk;Sowa;Uniwersytet Krolewski;Katowice;IV;2922
1101;Barbara;Swiegoda;Uniwersytet Krolewski;Katowice;I;2919
1154;Aleksandra;Koszewska;Uniwersytet Krolewski;Katowice;I;700
1201;Julita;Burza;Uniwersytet Krolewski;Katowice;II;882
1429;Hanna;Cabaj;Uniwersytet Krolewski;Katowice;V;2281
1456;Anastazja;Czarnecka;Uniwersytet Krolewski;Katowice;II;1700
1522;Sergiusz;Migdalowski;Uniwersytet Krolewski;Katowice;IV;2008
1551;Beata;Rompalska;Uniwersytet Krolewski;Katowice;I;2272
1613;Bozena;Chechelska;Uniwersytet Krolewski;Katowice;I;870
131;Cecylia;Czylok;Uniwersytet Krolewski;Kedzierzyn-Kozle;I;828
233;Lucyna;Sokolowska;Uniwersytet Krolewski;Kepice;I;2980
761;Artur;Chodyrak;Uniwersytet Krolewski;Kety;I;2338
713;Jan;Matczak;Uniwersytet Krolewski;Kielce;I;2042
739;Tomasz;Suder;Uniwersytet Krolewski;Kielce;I;2998
1049;Alina;Literacka;Uniwersytet Krolewski;Kielce;I;576
1359;Zofia;Bakus;Uniwersytet Krolewski;Kielce;II;945
1394;Anna;Ostrowska;Uniwersytet Krolewski;Kielce;I;622
1596;Lech;Balickiewicz;Uniwersytet Krolewski;Kielce;I;2987
190;Ewelina;Hassan;Uniwersytet Krolewski;Kleszczow;V;2767
199;Robert;Chochol;Uniwersytet Krolewski;Kleszczow;II;1680
1452;Oskar;Ploszaj;Uniwersytet Krolewski;Kleszczow;II;1257
577;Zofia;Adamowicz;Uniwersytet Krolewski;Klomnice;II;439
638;Iwona;Kromolowska;Uniwersytet Krolewski;Klomnice;I;2387
1200;Jakub;Szczepanski;Uniwersytet Krolewski;Klomnice;I;1120
1516;Miron;Mewa;Uniwersytet Krolewski;Klomnice;V;2311
42;Monika;Chojecka;Uniwersytet Krolewski;Kolbaskowo;I;2124
459;Wieslawa;Bedynska;Uniwersytet Krolewski;Koniakow;II;593
759;Jowita;Farcik;Uniwersytet Krolewski;Koniakow;IV;2443
1079;Dariusz;Barcinski;Uniwersytet Krolewski;Konin;II;1115
661;Aleksandra;Wybraniec;Uniwersytet Krolewski;Koszalin;I;764
588;Tomasz;Ichniowski;Uniwersytet Krolewski;Krapkowice;II;783
1144;Anna;Michajlow;Uniwersytet Krolewski;Krasnik;I;2312
1;Jadwiga;Baranowska;Uniwersytet Krolewski;Krosno;I;2382
492;Marek;Piec;Uniwersytet Krolewski;Kruszwica;V;3259
583;Barbara;Balwierz;Uniwersytet Krolewski;Krzeszowice;V;2746
1392;Jedrzej;Banas;Uniwersytet Krolewski;Krzeszowice;V;2002
892;Zofia;Chalupka;Uniwersytet Krolewski;Kudowa-Slone;II;3255
766;Dariusz;Chrascik;Uniwersytet Krolewski;Kuznia Raciborska;IV;3152
1058;Julita;Ciecierska;Uniwersytet Krolewski;Kuznia Raciborska;I;1273
1306;Matylda;Marzec;Uniwersytet Krolewski;Kuznia Raciborska;II;2995
222;Maciej;Buzek;Uniwersytet Krolewski;Kuznica Bialostocka;V;1311
1290;Sabina;Krakowiak;Uniwersytet Krolewski;Lazy;II;2800
156;Barbara;Kotwicka;Uniwersytet Krolewski;Leczyca;V;2308
45;Joanna;Lodziarz;Uniwersytet Krolewski;Ledziny;I;602
289;Olga;Gonerska;Uniwersytet Krolewski;Ledziny;I;1990
1397;Piotr;Siudut;Uniwersytet Krolewski;Ledziny;I;2195
182;Wojciech;Kujdowicz;Uniwersytet Krolewski;Legnica;V;2637
579;Konstantyn;Piatek;Uniwersytet Krolewski;Legnica;I;350
321;Milosz;Ostrowski;Uniwersytet Krolewski;Limanowa;I;978
423;Gracja;Kozlowska;Uniwersytet Krolewski;Limanowa;I;3330
1192;Wojciech;Jagodzinski;Uniwersytet Krolewski;Limanowa;V;818
1390;Mikolaj;Mela;Uniwersytet Krolewski;Limanowa;III;2192
264;Klemens;Radzik;Uniwersytet Krolewski;Lublin;II;672
834;Joanna;Andrychowicz;Uniwersytet Krolewski;Lublin;I;1032
1151;Kacper;Sokolowski;Uniwersytet Krolewski;Lublin;II;1241
3;Katarzyna;Bilska;Uniwersytet Krolewski;Lubliniec;I;3037
771;Tomasz;Mieta;Uniwersytet Krolewski;Lubliniec;II;3329
1240;Michal;Piwonski;Uniwersytet Krolewski;Lubliniec;I;2417
1050;Karol;Medrzec;Uniwersytet Krolewski;Malbork;II;1603
917;Wojtek;Trzconka;Uniwersytet Krolewski;Miechow;V;1913
1345;Grzegorz;Kalamar;Uniwersytet Krolewski;Miechow;II;412
277;Lukasz;Klos;Uniwersytet Krolewski;Mikolajki;III;2482
796;Grzegorz;Sawicki;Uniwersytet Krolewski;Mikolajki;III;2857
9;Martyn;Kowalski;Uniwersytet Krolewski;Mikolow;V;2713
202;Piotr;Bros;Uniwersytet Krolewski;Mikolow;V;2849
493;Marek;Grzeszczak;Uniwersytet Krolewski;Mikolow;I;508
590;Piotr;Kalicinski;Uniwersytet Krolewski;Mikolow;III;1155
599;Henryk;Chlopicki;Uniwersytet Krolewski;Mikolow;I;951
628;Roch;Lechowicz;Uniwersytet Krolewski;Mikolow;II;2674
634;Wojciech;Musiol;Uniwersytet Krolewski;Mikolow;III;2972
714;Michal;Kopernik;Uniwersytet Krolewski;Mikolow;I;499
1011;Jerzy;Gibki;Uniwersytet Krolewski;Mikolow;III;1770
1333;Mariola;Kucharska;Uniwersytet Krolewski;Mikolow;I;373
1476;Anna;Marchlewska;Uniwersytet Krolewski;Mikolow;I;385
124;Helena;Maczynska;Uniwersytet Krolewski;Monki;I;2171
22;Gabriela;Kolska;Uniwersytet Krolewski;Myslowice;I;1111
41;Barbara;Szelest;Uniwersytet Krolewski;Myslowice;I;1666
133;Adam;Kaleta;Uniwersytet Krolewski;Myslowice;I;1446
219;Piotr;Swiezy;Uniwersytet Krolewski;Myslowice;II;558
516;Ruta;Sawa;Uniwersytet Krolewski;Myslowice;II;2726
541;Zbigniew;Jaworski;Uniwersytet Krolewski;Myslowice;III;3238
568;Felicja;Latas;Uniwersytet Krolewski;Myslowice;II;592
667;Szczepan;Sobczak;Uniwersytet Krolewski;Myslowice;V;902
845;Jadwiga;Loch;Uniwersytet Krolewski;Myslowice;I;1676
1041;Franciszek;Leszczynski;Uniwersytet Krolewski;Myslowice;IV;2676
1439;Danuta;Muniak;Uniwersytet Krolewski;Myslowice;I;1924
1469;Janusz;Tkaczyk;Uniwersytet Krolewski;Myslowice;I;633
385;Martyna;Piotrkowska;Uniwersytet Krolewski;Myszkow;I;1137
415;Roman;Hajtowicz;Uniwersytet Krolewski;Myszkow;III;751
671;Agnieszka;Lencznarowicz;Uniwersytet Krolewski;Myszkow;III;478
789;Andrzej;Malek;Uniwersytet Krolewski;Myszkow;IV;451
865;Beata;Nowakowska;Uniwersytet Krolewski;Myszkow;III;3044
82;Jadwiga;Borek;Uniwersytet Krolewski;Naleczow;V;1634
311;Karolina;Bajerowicz;Uniwersytet Krolewski;Naleczow;I;1965
856;Jadwiga;Chodorowska;Uniwersytet Krolewski;Naleczow;I;2763
1015;Tomasz;Bansik;Uniwersytet Krolewski;Naleczow;II;2355
1535;Agata;Rakulska;Uniwersytet Krolewski;Naleczow;I;1824
96;Kaja;Kalwas;Uniwersytet Krolewski;Nowy Sacz;II;1600
530;Ewa;Barwicka;Uniwersytet Krolewski;Nowy Sacz;I;600
587;Patrycja;Kochanska;Uniwersytet Krolewski;Nowy Sacz;I;1111
659;Felicja;Adamkowska;Uniwersytet Krolewski;Nowy Sacz;I;617
1256;Franciszek;Kosiorowski;Uniwersytet Krolewski;Nowy Sacz;III;1470
1565;Anna;Pankiewicz;Uniwersytet Krolewski;Nowy Sacz;I;2463
23;Bogumila;Kolodziej;Uniwersytet Krolewski;Nowy Targ;II;630
93;Maciej;Slomczynski;Uniwersytet Krolewski;Nowy Targ;I;710
178;Monika;Lawrynowicz;Uniwersytet Krolewski;Nowy Targ;I;2835
538;Katarzyna;Budziak;Uniwersytet Krolewski;Nowy Targ;II;1153
615;Klaudiusz;Ostrowski;Uniwersytet Krolewski;Nowy Targ;III;1555
695;Miroslawa;Grzesik;Uniwersytet Krolewski;Nowy Targ;I;788
848;Jaroslaw;Szczepanski;Uniwersytet Krolewski;Nowy Targ;II;2180
866;Anna;Sawicka;Uniwersytet Krolewski;Nowy Targ;V;1134
921;Hanna;Pietrzyk;Uniwersytet Krolewski;Nowy Targ;I;2589
938;Dariusz;Kowalczyk;Uniwersytet Krolewski;Nowy Targ;III;2441
43;Elzbieta;Jandura;Uniwersytet Krolewski;Nysa;V;1552
595;Bartosz;Grzesik;Uniwersytet Krolewski;Nysa;I;725
1544;Anna;Kowalska;Uniwersytet Krolewski;Nysa;I;1612
1553;Anna;Rozalska;Uniwersytet Krolewski;Nysa;I;471
392;Krzysztof;Nisiewicz;Uniwersytet Krolewski;Oborniki;I;1280
1292;Lech;Smolarz;Uniwersytet Krolewski;Oborniki;I;1255
1313;Ryszard;Baranek;Uniwersytet Krolewski;Ogrodniki;I;1047
85;Wawrzyniec;Kalinowski;Uniwersytet Krolewski;Ogrodzieniec;V;875
528;Krzysztof;Barski;Uniwersytet Krolewski;Ogrodzieniec;I;1047
937;Sobieslaw;Symanski;Uniwersytet Krolewski;Ogrodzieniec;II;983
1082;Grzegorz;Wroclawski;Uniwersytet Krolewski;Ogrodzieniec;IV;1899
1133;Antoni;Kaber;Uniwersytet Krolewski;Ogrodzieniec;I;2522
1212;Dorota;Szymanek;Uniwersytet Krolewski;Ogrodzieniec;I;1364
1323;Barbara;Barska;Uniwersytet Krolewski;Ogrodzieniec;IV;1047
1528;Ilona;Banasiewicz;Uniwersytet Krolewski;Ogrodzieniec;I;2796
463;Kinga;Kawka;Uniwersytet Krolewski;Olkusz;I;2512
526;Krzysztof;Cebula;Uniwersytet Krolewski;Olkusz;I;3155
843;Brygida;Jakobik;Uniwersytet Krolewski;Olkusz;V;2648
844;Paulina;Szeruga;Uniwersytet Krolewski;Olkusz;I;2077
1035;Antoni;Borowicz;Uniwersytet Krolewski;Olkusz;IV;2699
1123;Zygfryd;Klimczyk;Uniwersytet Krolewski;Olkusz;I;1955
1477;Kamil;Tusinski;Uniwersytet Krolewski;Olszyna;IV;1663
1402;Grzegorz;Zaba;Uniwersytet Krolewski;Opole;III;1006
16;Wieslawa;Babiarz;Uniwersytet Krolewski;Oswiecim;II;1576
1168;Malgorzata;Zielinska;Uniwersytet Krolewski;Oswiecim;V;1345
1171;Stefan;Lipski;Uniwersytet Krolewski;Oswiecim;II;2529
1321;Adrian;Misztal;Uniwersytet Krolewski;Oswiecim;I;3349
1430;Katarzyna;Komar;Uniwersytet Krolewski;Oswiecim;I;2969
666;Wioletta;Pacula;Uniwersytet Krolewski;Pila;V;2742
425;Andrzej;Latacki;Uniwersytet Krolewski;Pilica;II;1518
763;Janusz;Gajda;Uniwersytet Krolewski;Pilica;V;2262
21;Andrzej;Tokarski;Uniwersytet Krolewski;Piotrkow Trybunalski;I;2580
1114;Aneta;Basista;Uniwersytet Krolewski;Piotrkow Trybunalski;I;2579
1441;Emila;Florek;Uniwersytet Krolewski;Piwniczna-Zdroj;I;2316
293;Slawomir;Rojek;Uniwersytet Krolewski;Plock;III;1093
86;Boleslaw;Drozdz;Uniwersytet Krolewski;Poraj;I;1233
945;Jolanta;Chmiel;Uniwersytet Krolewski;Poraj;I;1300
252;Olgierd;Dudzinski;Uniwersytet Krolewski;Poznan;I;3136
1534;Agata;Najowicz;Uniwersytet Krolewski;Prudnik;I;2951
103;Tomasz;Jasak;Uniwersytet Krolewski;Przemysl;III;923
145;Paulina;Lewinska;Uniwersytet Krolewski;Przemysl;I;714
762;Piotr;Wojcik;Uniwersytet Krolewski;Przemysl;II;1625
1182;Borys;Krolikiewicz;Uniwersytet Krolewski;Przemysl;I;2506
1424;Kacper;Gajdemski;Uniwersytet Krolewski;Przemysl;III;2793
1600;Laura;Cedro;Uniwersytet Krolewski;Przemysl;I;2764
154;Halina;Haczyk;Uniwersytet Krolewski;Pszczyna;V;3243
335;Dominik;Kondratowicz;Uniwersytet Krolewski;Pszczyna;V;2209
681;Maryla;Ciechowicz;Uniwersytet Krolewski;Pszczyna;I;2219
700;Zyta;Bugala;Uniwersytet Krolewski;Pszczyna;II;1958
970;Agnieszka;Baranowska;Uniwersytet Krolewski;Pszczyna;I;772
1075;Rafal;Turowski;Uniwersytet Krolewski;Pszczyna;III;1908
1386;Hanna;Karska;Uniwersytet Krolewski;Pulawy;I;1912
1325;Tomasz;Hubisz;Uniwersytet Krolewski;Pyrzowice;I;1470
1330;Zofia;Nowak ;Uniwersytet Krolewski;Pyrzowice;I;434
198;Damian;Kulesza;Uniwersytet Krolewski;Rabka;I;2883
982;Marek;Marciniak;Uniwersytet Krolewski;Rabka;I;827
1339;Edward;Balowski;Uniwersytet Krolewski;Rabka;I;1187
341;Ewa;Seweryn;Uniwersytet Krolewski;Raciborz;I;1206
1039;Wincenty;Klimkiewicz;Uniwersytet Krolewski;Raciborz;I;1416
1422;Karolina;Krynicka;Uniwersytet Krolewski;Raciborz;I;962
217;Adam;Rabka;Uniwersytet Krolewski;Radom;I;510
979;Michal;Powietrzynski;Uniwersytet Krolewski;Radom;I;2260
1502;Artur;Biankowski;Uniwersytet Krolewski;Radom;I;577
263;Pawel;Wojcicki;Uniwersytet Krolewski;Rajcza;V;1981
439;Emila;Nikiel;Uniwersytet Krolewski;Rajcza;I;1849
503;Marzena;Por;Uniwersytet Krolewski;Rajcza;II;2715
549;Piotr;Szczerek;Uniwersytet Krolewski;Rajcza;III;2896
802;Andrzej;Stefanczyk;Uniwersytet Krolewski;Rajcza;V;1992
1312;Edmund;Salezy;Uniwersytet Krolewski;Rajcza;I;990
147;Jan;Bieniek;Uniwersytet Krolewski;Rogoznik;I;805
716;Adam;Jasiewicz;Uniwersytet Krolewski;Rogoznik;I;1554
768;Roman;Listopad;Uniwersytet Krolewski;Rogoznik;IV;2018
1176;Judyta;Krawiec;Uniwersytet Krolewski;Rogoznik;V;2911
244;Jacek;Andrzejewski;Uniwersytet Krolewski;Ruda Slaska;III;2241
514;Iwona;Andrzejewska;Uniwersytet Krolewski;Ruda Slaska;I;2241
687;Jan;Barbucha;Uniwersytet Krolewski;Ruda Slaska;I;3276
708;Pawel;Orczyk;Uniwersytet Krolewski;Ruda Slaska;I;627
10;Jolanta;Ochala;Uniwersytet Krolewski;Rybnik;V;3332
177;Adam;Konopka;Uniwersytet Krolewski;Rybnik;V;1489
901;Zachariasz;Jakimow;Uniwersytet Krolewski;Rybnik;IV;527
1252;Stefan;Tomkow;Uniwersytet Krolewski;Rybnik;II;3197
1326;Eleonora;Gregoruk;Uniwersytet Krolewski;Rybnik;I;1150
906;Krzysztof;Linus;Uniwersytet Krolewski;Rzeszow;I;2232
914;Radzimierz;Wojciechowski;Uniwersytet Krolewski;Rzeszow;III;555
1242;Ewa;Niewiarowska;Uniwersytet Krolewski;Rzeszow;I;2722
308;Daniel;Barszcz;Uniwersytet Krolewski;Sanok;I;2273
611;Marek;Wypchlo;Uniwersytet Krolewski;Sanok;I;1041
822;Marek;Walbiner;Uniwersytet Krolewski;Sanok;V;2479
338;Gabriela;Mroz;Uniwersytet Krolewski;Siemianowice Slaskie;I;1033
373;Eustachy;Banaszek;Uniwersytet Krolewski;Siemianowice Slaskie;I;2407
598;Marcin;Bielak;Uniwersytet Krolewski;Siemianowice Slaskie;I;1164
875;Roman;Arecki;Uniwersytet Krolewski;Siemianowice Slaskie;I;2086
1541;Adelajda;Klimczyk;Uniwersytet Krolewski;Siemianowice Slaskie;II;1932
534;Katarzyna;Ochocka;Uniwersytet Krolewski;Siewierz;I;750
654;Dariusz;Hentelski;Uniwersytet Krolewski;Siewierz;I;1750
1354;Piotr;Bentkowski;Uniwersytet Krolewski;Siewierz;I;2587
730;Ksenia;Kadziola;Uniwersytet Krolewski;Skierniewice;V;2742
500;Witold;Kupis;Uniwersytet Krolewski;Slawkow;II;1760
649;Lucyna;Trzopek;Uniwersytet Krolewski;Slawkow;V;2758
912;Kacper;Kita;Uniwersytet Krolewski;Slawkow;I;2006
1281;Michal;Krzysztofinski;Uniwersytet Krolewski;Slawkow;V;2642
1421;Marta;Bajerka;Uniwersytet Krolewski;Slawkow;I;2757
1454;Arkadiusz;Pyzikowski;Uniwersytet Krolewski;Slawkow;III;2036
1592;Adam;Nieweglowski;Uniwersytet Krolewski;Slawkow;I;2497
1562;Rafal;Wozny;Uniwersytet Krolewski;Sobotka;II;1187
259;Marcin;Slomczynski;Uniwersytet Krolewski;Sosnicowice;II;1869
432;Jadwiga;Wawer;Uniwersytet Krolewski;Sosnicowice;II;2672
678;Bogumila;Grubba;Uniwersytet Krolewski;Sosnicowice;V;858
1162;Anna;Sabat;Uniwersytet Krolewski;Sosnicowice;I;1223
1220;Jadwiga;Przybylska;Uniwersytet Krolewski;Sosnicowice;I;2199
1446;Michal;Katon;Uniwersytet Krolewski;Sosnicowice;IV;689
52;Stefan;Skoczkowski;Uniwersytet Krolewski;Sosnowiec;II;2279
181;Piotr;Kuter;Uniwersytet Krolewski;Sosnowiec;I;738
256;Mieszko;Cisna;Uniwersytet Krolewski;Sosnowiec;II;3313
306;Maria;Zwojec;Uniwersytet Krolewski;Sosnowiec;I;2155
499;Kinga;Mlynarczyk;Uniwersytet Krolewski;Sosnowiec;II;2543
1393;Beata;Myrcik;Uniwersytet Krolewski;Sosnowiec;III;2330
1527;Jakub;Hajdukiewicz;Uniwersytet Krolewski;Sosnowiec;I;1627
201;Maria;Wolczynska;Uniwersytet Krolewski;Strzelce Opolskie;I;1862
985;Tomasz;Kania;Uniwersytet Krolewski;Strzelce Opolskie;I;2458
1110;Bronislaw;Wozniak;Uniwersytet Krolewski;Strzelce Opolskie;I;2796
1567;Daria;Antonkiewicz;Uniwersytet Krolewski;Strzelce Opolskie;I;848
144;Kacper;Stachowicz;Uniwersytet Krolewski;Sucha Beskidzka;II;775
737;Karol;Boran;Uniwersytet Krolewski;Sucha Beskidzka;I;2190
89;Alicja;Bankowska;Uniwersytet Krolewski;Swietochlowice;I;2913
309;Teresa;Grudzinska;Uniwersytet Krolewski;Swietochlowice;II;1283
389;Bartlomiej;Wrzesien;Uniwersytet Krolewski;Swietochlowice;IV;2639
806;Maksym;Znojek;Uniwersytet Krolewski;Swietochlowice;II;1934
1384;Janusz;Wrobel;Uniwersytet Krolewski;Swietochlowice;V;3234
1415;Michal;Szmigin;Uniwersytet Krolewski;Swietochlowice;III;3126
1550;Beata;Walczak;Uniwersytet Krolewski;Swietochlowice;IV;986
876;Mikolaj;Lisinski;Uniwersytet Krolewski;Szczecin;I;930
372;Andrzej;Smietanka;Uniwersytet Krolewski;Szczekociny;I;1447
1289;Malgorzata;Albert;Uniwersytet Krolewski;Szczekociny;I;440
